age,gender,height_cm,weight_kg,activity_level,goal,calories_required
26,1,162,60.4,1,2,2186
43,1,172,79.8,2,1,2058
51,0,157,63.9,1,1,1365
46,0,168,70.6,3,1,1926
30,1,159,62.7,3,1,2070
58,1,175,92.1,3,2,2824
31,0,164,69.5,2,2,2265
27,0,158,76.3,2,2,2315
43,1,177,65.2,3,2,2643
39,1,174,65.2,1,1,1744
32,0,155,78.6,1,2,2094
54,1,183,66.9,1,1,1742
38,1,180,91.6,2,2,2751
54,1,153,70.4,1,2,2090
19,0,152,63.2,1,2,1987
26,1,163,70.5,3,2,2693
18,1,159,56.7,2,2,2370
60,0,175,89.2,1,2,2185
19,0,156,63.2,1,2,2012
29,0,172,84.7,3,2,2677
25,0,169,69.8,3,2,2529
24,1,180,86.3,2,2,2768
21,1,171,79.4,2,2,2657
23,1,164,72.3,3,1,2233
41,1,169,59.7,2,2,2348
57,0,159,72.3,1,2,1931
48,1,177,96.7,3,2,2933
35,1,169,61.0,2,2,2391
60,1,162,64.8,1,1,1560
29,1,151,83.0,1,2,2328
40,0,167,70.3,3,2,2446
58,1,181,68.3,2,1,1924
41,1,166,60.6,3,1,2038
54,0,168,76.9,1,1,1549
52,0,154,83.4,2,1,1736
34,1,170,80.0,2,1,2092
29,0,167,70.1,3,1,1999
49,0,154,80.1,1,2,2018
45,1,165,68.3,1,2,2189
40,1,180,98.2,2,2,2807
39,1,181,94.4,2,1,2280
32,1,175,91.3,3,2,2946
56,0,190,87.5,1,2,2282
48,0,182,67.1,3,1,1968
59,1,163,64.3,2,1,1766
24,0,188,97.4,2,1,2229
50,0,173,66.4,3,1,1895
43,1,187,99.5,2,2,2848
33,0,179,70.5,3,2,2558
34,1,180,72.7,2,1,2082
25,0,158,69.7,2,1,1759
19,1,182,91.2,2,2,2854
18,1,167,63.5,2,2,2488
21,1,189,98.4,3,1,2660
37,0,184,83.4,2,1,1999
22,0,175,93.0,3,2,2813
42,1,171,79.8,3,2,2756
59,1,170,69.8,2,1,1865
35,1,176,72.3,3,2,2748
56,1,162,63.5,1,1,1567
27,1,178,94.4,3,2,3021
55,1,183,86.2,1,2,2430
34,1,178,68.1,2,2,2523
20,0,175,82.0,2,1,2013
18,1,151,76.4,1,2,2317
36,1,180,81.5,2,1,2160
34,1,169,78.8,3,1,2274
40,0,171,74.1,3,1,2009
26,0,166,87.3,3,2,2680
40,1,182,90.6,2,2,2743
57,0,160,61.6,1,2,1831
51,1,179,93.7,2,1,2200
28,0,157,74.5,1,1,1586
27,0,164,82.1,1,1,1711
54,0,156,63.3,1,2,1838
55,1,190,85.7,2,2,2669
46,1,157,77.9,3,1,2130
18,0,167,77.2,3,1,2125
51,1,152,65.3,2,2,2248
40,1,159,79.1,1,1,1784
23,1,156,64.1,3,1,2101
53,0,166,65.3,3,2,2325
58,1,166,66.0,3,2,2507
39,0,178,76.4,1,2,2181
25,0,163,73.7,3,2,2530
24,1,170,82.8,1,2,2470
43,0,162,83.7,1,2,2134
26,1,184,97.8,1,1,2198
30,0,167,75.4,1,2,2147
33,0,190,94.9,1,2,2471
59,1,180,84.2,1,2,2372
60,1,190,67.2,1,1,1759
19,0,166,68.4,3,2,2526
57,1,153,55.7,3,2,2328
28,0,163,67.3,2,2,2251
20,0,150,65.2,2,1,1689
36,0,163,69.5,1,1,1533
55,0,152,54.8,2,1,1423
49,0,184,74.9,3,1,2054
38,1,154,81.9,1,2,2291
20,1,190,74.4,1,2,2531
43,0,180,98.1,3,2,2791
59,1,177,92.1,2,2,2632
46,1,162,68.5,2,1,1867
49,0,190,93.3,1,2,2375
38,1,158,57.2,1,2,2069
39,1,166,71.5,3,1,2157
42,1,176,76.7,1,1,1857
23,1,167,74.4,2,2,2572
36,1,162,80.6,3,1,2238
52,1,156,84.9,3,2,2664
33,0,165,65.2,2,1,1718
26,0,151,63.7,3,1,1850
49,0,188,75.8,3,2,2588
46,1,171,67.6,1,1,1714
49,0,165,89.2,2,1,1878
20,1,159,73.7,3,1,2230
45,0,150,65.5,1,2,1867
23,1,188,85.6,3,2,3016
55,0,184,84.5,3,2,2620
57,0,187,101.6,1,1,1899
41,0,176,96.2,2,2,2557
45,0,176,95.6,1,2,2331
43,1,178,70.5,1,1,1802
21,1,164,70.3,2,1,2023
34,0,185,80.4,2,1,1990
39,0,151,68.7,3,1,1835
58,0,151,69.0,1,1,1343
29,0,189,73.8,2,2,2474
23,0,177,90.8,3,1,2299
38,0,182,69.9,2,1,1846
46,0,176,90.2,2,2,2472
46,0,187,66.3,2,2,2301
44,1,153,62.7,1,1,1563
43,1,181,86.1,2,1,2177
30,1,175,88.0,2,1,2223
59,0,187,80.9,3,1,2082
21,0,173,63.0,1,2,2106
30,1,172,89.4,1,1,2019
31,1,168,60.0,2,1,1895
49,1,189,99.6,2,2,2832
31,0,183,77.9,3,1,2167
41,0,150,58.6,2,1,1518
23,1,173,89.4,3,1,2460
37,0,186,100.8,1,2,2485
49,0,158,81.4,1,1,1556
35,1,164,70.0,1,2,2250
53,1,185,88.2,3,2,2873
29,0,156,82.1,3,1,2051
19,0,180,95.5,1,1,1985
55,1,186,86.4,3,2,2851
31,0,180,87.0,3,1,2240
22,1,172,84.8,3,1,2413
22,0,161,57.2,2,2,2168
26,1,161,59.5,1,2,2171
58,1,185,73.5,3,1,2201
21,1,165,78.7,3,1,2313
36,0,190,78.3,1,2,2290
36,1,171,81.1,3,2,2799
44,0,150,57.8,2,1,1495
45,1,150,80.0,3,2,2612
22,1,165,77.4,1,1,1895
38,0,179,67.8,1,1,1606
32,0,161,61.3,3,2,2359
18,1,183,87.4,3,1,2527
56,1,175,85.2,1,2,2365
20,1,182,66.2,2,2,2599
45,1,155,54.7,3,1,1890
19,0,185,77.5,3,2,2736
42,1,170,86.7,1,1,1919
59,0,159,84.8,1,2,2046
46,0,189,101.3,1,1,1964
48,1,185,101.6,1,1,2132
60,1,189,75.8,2,2,2539
34,1,171,71.3,2,1,2011
25,0,177,92.3,1,1,1904
57,1,160,65.7,3,1,1972
43,0,159,68.5,2,2,2163
43,1,168,68.5,3,1,2120
53,0,159,78.0,2,2,2208
27,1,167,64.9,1,2,2257
22,1,184,70.0,3,2,2840
34,1,156,61.8,1,1,1623
40,0,188,98.1,1,2,2456
60,1,152,70.2,1,1,1552
18,1,184,97.3,3,2,3133
47,1,152,54.7,3,2,2362
52,0,164,84.8,1,2,2113
54,1,163,58.6,2,2,2234
51,1,182,67.0,2,1,1952
41,0,190,85.2,2,1,2034
53,1,186,89.3,2,1,2190
44,1,170,86.1,2,2,2603
26,1,150,63.1,1,2,2138
50,0,172,69.4,1,1,1519
54,0,180,64.0,3,2,2395
19,0,173,65.4,2,1,1840
28,0,187,97.5,2,1,2203
57,1,184,82.7,3,2,2792
59,1,182,73.9,3,1,2181
52,0,160,80.5,3,2,2445
24,0,165,62.7,3,1,1938
34,1,178,77.4,2,2,2616
39,1,162,81.7,2,2,2534
37,0,163,73.7,3,2,2470
50,0,170,70.1,1,2,2013
50,0,165,88.2,2,1,1863
36,1,164,78.0,2,1,2025
34,1,161,72.8,2,1,1964
29,1,152,58.7,2,1,1792
27,0,182,80.8,1,2,2310
35,1,174,69.3,2,2,2505
47,0,188,94.3,3,1,2283
32,1,157,84.6,1,1,1867
59,1,161,57.0,3,2,2381
49,1,187,94.7,2,2,2770
52,0,151,78.5,1,1,1468
39,0,188,103.2,1,1,2012
34,1,174,81.5,3,1,2332
53,0,154,64.3,3,1,1740
20,1,162,83.2,1,1,1944
38,0,168,86.4,3,2,2624
48,0,164,66.1,1,2,1946
56,0,188,83.3,1,1,1728
29,0,161,58.6,3,1,1847
59,1,156,75.1,3,2,2531
55,1,190,76.3,2,2,2575
30,0,165,61.9,2,1,1700
56,1,150,61.7,1,1,1474
53,1,150,80.4,1,1,1676
26,1,173,71.1,2,2,2562
20,1,154,60.7,2,2,2369
38,0,186,85.1,2,1,2023
35,0,169,74.3,1,1,1624
49,1,179,64.1,3,2,2614
42,0,182,96.4,3,2,2791
28,1,169,69.2,3,2,2708
22,0,154,69.7,1,1,1549
25,1,162,70.9,2,1,1996
50,1,188,87.1,1,2,2496
49,1,172,61.2,1,1,1642
53,0,150,56.0,2,1,1432
30,0,163,81.2,3,1,2080
45,1,155,66.8,1,2,2111
47,1,189,83.1,1,2,2477
38,0,153,59.7,3,1,1763
18,1,187,65.8,2,2,2636
19,1,167,83.8,1,2,2486
24,1,158,79.7,1,2,2364
56,0,189,81.6,3,1,2117
21,1,156,79.3,1,1,1863
39,1,177,97.1,3,1,2482
25,0,180,91.3,1,1,1913
58,1,188,92.3,2,1,2208
25,0,151,61.6,1,1,1434
48,1,167,84.3,1,2,2346
56,1,162,71.5,1,1,1647
57,0,157,60.1,3,1,1697
22,1,180,67.2,3,2,2787
18,0,189,69.8,3,1,2189
22,1,182,80.6,2,2,2733
19,0,156,56.3,3,1,1843
60,1,170,60.9,1,2,2071
40,1,154,54.3,1,2,2005
18,1,157,57.6,3,1,2067
39,1,186,80.7,3,1,2374
50,0,151,55.1,1,1,1244
21,0,187,71.9,2,1,1982
25,0,174,82.1,3,2,2683
52,1,167,91.4,3,1,2297
47,1,171,89.1,1,2,2424
37,1,171,75.1,2,2,2534
27,1,184,75.8,1,1,1973
47,0,180,63.1,1,1,1521
39,0,158,78.9,2,2,2281
19,1,184,64.5,1,2,2400
50,0,180,96.5,2,1,2040
31,0,151,73.6,2,1,1724
45,0,161,64.7,3,1,1828
54,1,152,58.4,1,2,1964
58,1,178,68.6,3,2,2608
38,0,175,81.4,1,2,2217
42,1,189,85.4,3,2,2925
23,1,178,70.1,2,1,2098
55,1,190,102.9,3,2,3041
46,0,179,78.1,3,1,2069
32,1,185,71.1,2,2,2607
59,1,186,99.6,2,1,2263
36,0,164,65.1,2,2,2196
41,1,159,82.4,3,1,2212
32,1,179,71.0,2,1,2068
21,1,163,69.8,1,2,2311
55,1,170,84.3,1,2,2330
55,1,150,77.2,2,1,1834
18,1,169,82.0,3,2,2886
28,0,159,58.7,1,1,1440
58,1,189,99.0,1,2,2581
53,1,184,89.2,3,1,2377
19,1,166,82.6,1,1,1968
40,0,154,76.5,1,1,1527
59,1,168,63.5,3,2,2490
42,0,172,92.2,2,2,2487
53,1,181,69.4,2,1,1960
21,0,154,59.2,3,1,1849
20,1,188,98.1,1,1,2256
28,0,173,87.2,1,2,2313
33,0,150,55.0,2,1,1522
33,1,166,71.6,3,1,2188
58,1,165,64.0,1,1,1581
20,1,164,66.3,1,1,1788
41,1,165,74.5,1,1,1771
43,0,152,69.1,3,2,2326
56,1,155,70.6,1,1,1594
38,1,168,81.9,2,2,2579
57,1,157,67.3,3,2,2469
57,1,161,64.8,3,2,2469
30,1,178,66.1,3,1,2223
20,0,154,73.4,3,1,1996
43,1,171,88.2,3,2,2835
32,0,169,75.9,3,2,2555
59,1,162,62.9,3,1,1946
40,0,187,97.3,1,2,2441
38,0,190,89.8,2,2,2595
21,0,189,88.0,2,1,2156
20,0,190,81.2,2,1,2099
28,1,190,68.2,3,1,2329
20,1,185,92.2,3,2,3078
29,1,164,84.0,3,1,2320
53,1,189,85.5,2,1,2171
26,1,179,79.7,3,2,2885
47,1,150,59.5,1,2,1997
53,0,163,58.2,1,1,1335
31,0,171,72.1,3,2,2534
24,0,157,81.2,2,2,2373
51,1,161,59.0,3,2,2441
23,0,157,80.5,2,2,2371
26,0,178,72.8,3,2,2610
39,1,156,65.1,1,1,1631
40,1,161,84.6,3,2,2752
28,1,163,78.6,2,1,2064
49,0,151,63.8,2,2,2036
55,0,165,69.5,2,2,2151
33,1,189,82.4,2,1,2240
24,0,178,78.6,3,1,2178
39,1,177,94.7,3,1,2458
30,0,184,92.7,2,2,2627
55,0,158,63.0,3,1,1742
53,0,171,85.0,3,2,2553
30,0,153,74.1,1,1,1547
43,0,150,80.3,2,1,1725
32,1,181,89.8,1,1,2069
55,0,185,90.4,3,2,2685
44,1,180,87.8,1,2,2483
30,1,175,61.5,2,2,2458
60,0,159,68.1,3,2,2274
19,1,185,94.5,2,1,2406
36,0,153,60.8,1,2,1884
54,0,175,91.1,3,1,2134
36,0,157,59.0,2,1,1591
54,0,183,80.0,3,1,2073
23,1,176,86.4,2,2,2749
28,1,166,90.0,2,1,2197
37,0,165,63.7,1,1,1483
45,0,166,81.8,1,2,2130
35,0,181,73.1,2,1,1887
24,0,166,82.8,3,2,2645
28,1,162,73.8,1,2,2310
46,0,188,66.6,2,2,2311
60,0,176,96.1,3,2,2661
56,1,150,57.2,2,1,1629
53,1,151,57.5,2,1,1653
23,0,178,87.9,1,1,1876
59,1,166,69.7,2,2,2339
27,0,178,69.9,2,2,2376
47,0,159,58.2,2,2,2040
34,1,189,85.6,1,2,2567
57,1,170,65.0,2,1,1827
21,0,152,74.8,2,2,2293
57,0,189,101.1,2,2,2607
22,0,164,81.0,1,2,2225
60,0,183,66.5,1,1,1508
48,0,157,86.2,1,2,2103
57,1,151,79.0,3,1,2048
60,0,150,63.6,1,2,1773
47,0,185,93.8,2,2,2559
33,0,161,87.5,2,2,2416
22,0,165,70.1,3,2,2522
23,1,181,67.1,2,2,2587
51,1,174,79.8,3,1,2230
28,0,159,87.1,2,1,1924
18,1,179,84.7,3,2,2975
37,1,161,64.1,3,1,2062
27,0,151,71.4,3,2,2422
32,0,164,88.5,3,2,2650
46,1,176,96.2,3,1,2432
43,0,171,81.9,3,1,2072
39,0,162,84.6,3,2,2563
21,0,171,65.1,3,2,2514
44,0,175,62.3,3,1,1896
22,1,155,65.0,1,1,1708
31,0,176,88.0,2,2,2525
21,1,170,89.1,2,1,2248
47,0,161,66.3,2,2,2134
22,1,177,64.8,1,1,1844
39,1,170,74.2,2,2,2509
60,1,162,76.0,1,1,1672
59,1,183,85.1,2,1,2099
48,1,163,85.7,2,2,2535
43,1,185,91.3,2,1,2254
30,1,155,84.6,3,2,2764
54,1,156,69.2,1,2,2097
52,1,177,70.3,1,2,2249
31,0,184,76.7,3,2,2662
25,1,179,81.6,2,2,2709
35,1,158,59.0,1,1,1602
47,1,156,75.4,2,2,2394
31,0,167,73.9,1,2,2127
41,0,151,81.1,1,1,1549
58,0,158,62.3,2,2,2020
20,0,183,89.2,3,2,2835
43,0,151,70.5,2,2,2133
45,1,153,54.9,2,2,2180
23,1,166,69.7,2,1,2019
38,0,184,81.9,2,2,2479
21,1,160,82.0,2,2,2615
23,0,155,67.8,3,1,1931
52,1,177,79.3,2,1,2039
50,0,159,76.3,1,2,2006
54,1,159,66.7,2,1,1790
59,1,190,81.3,2,1,2105
55,1,150,81.4,3,2,2576
39,0,160,68.6,2,1,1691
59,1,159,84.7,3,1,2145
42,0,154,80.3,3,1,1955
49,0,157,56.1,2,2,1997
39,1,160,66.1,3,1,2066
32,0,185,88.3,1,1,1879
43,0,156,65.1,1,1,1411
44,0,172,86.9,3,1,2124
35,0,155,73.2,3,1,1925
41,0,180,96.7,3,1,2287
21,0,189,87.7,2,2,2653
38,1,182,82.0,2,1,2167
22,1,161,82.6,3,2,2822
30,0,165,58.9,3,2,2370
44,1,174,92.2,2,2,2689
44,1,178,66.0,1,2,2252
54,0,176,92.1,1,2,2251
60,1,162,84.8,3,1,2160
19,1,174,94.7,3,1,2539
28,0,178,78.6,1,2,2258
58,0,188,79.8,1,2,2183
45,1,160,57.2,1,2,2047
55,0,151,79.8,3,2,2366
54,0,189,94.6,3,2,2757
53,1,187,87.5,2,2,2678
25,1,164,68.5,1,2,2285
18,1,160,67.6,1,1,1786
25,0,159,59.9,1,1,1467
26,0,152,80.2,2,2,2322
53,0,189,91.4,3,1,2230
29,0,178,95.2,3,1,2319
40,0,187,75.3,1,2,2221
60,0,172,81.7,1,2,2092
18,0,184,72.4,2,1,1984
26,1,156,73.0,2,1,1975
43,1,167,63.4,2,2,2362
36,0,190,81.9,1,1,1826
24,1,159,65.4,1,1,1727
42,0,179,95.6,2,1,2064
19,0,165,85.3,3,2,2689
55,0,169,87.8,2,1,1859
42,0,170,83.8,3,2,2590
37,0,172,64.5,1,1,1535
36,1,181,73.7,1,1,1888
21,1,175,89.9,2,1,2287
52,1,189,85.2,1,1,1973
18,1,163,78.2,3,1,2310
25,0,177,90.4,3,2,2785
22,1,151,57.8,3,2,2511
45,0,176,75.4,3,1,2029
19,1,172,90.8,2,2,2788
20,1,171,61.9,1,2,2287
40,0,167,64.2,3,2,2385
56,1,187,84.6,3,1,2334
31,1,183,96.3,1,1,2151
26,1,188,84.4,1,1,2089
27,1,151,61.5,3,1,2023
55,0,165,85.9,1,2,2115
43,1,157,61.3,3,1,1979
39,0,178,72.3,3,1,2040
40,1,169,76.4,1,2,2320
40,0,167,84.8,2,2,2391
36,0,160,71.2,2,1,1732
43,1,152,54.1,1,2,1976
57,1,161,57.4,2,1,1695
30,1,154,58.5,3,1,1997
26,1,150,61.1,1,2,2118
27,0,171,78.4,1,1,1717
36,0,158,61.9,3,2,2326
46,1,170,75.3,3,2,2685
23,0,189,91.0,1,1,1976
58,1,150,54.4,1,2,1891
49,0,163,75.6,3,1,1929
53,1,156,60.3,3,2,2413
60,0,176,71.5,1,2,2015
23,0,154,55.8,1,2,1905
35,1,167,59.0,2,1,1858
50,0,183,67.5,1,1,1568
59,1,173,62.5,3,2,2511
34,0,161,76.3,1,2,2099
56,1,176,68.0,2,2,2400
29,1,173,74.8,1,2,2384
55,1,176,92.6,1,1,1951
60,1,163,69.6,3,2,2514
20,1,151,79.4,2,2,2537
37,1,161,76.9,1,1,1790
45,1,153,81.5,3,2,2646
41,1,186,79.7,1,2,2454
38,0,171,61.3,2,1,1691
55,1,161,59.2,3,2,2423
29,0,154,73.1,3,1,1948
45,0,184,67.3,3,2,2498
53,0,150,57.7,2,2,1949
59,1,169,65.0,1,2,2111
41,1,183,88.8,3,2,2926
34,1,169,87.5,3,2,2861
28,0,171,69.1,1,1,1619
37,1,170,86.5,3,2,2842
45,0,183,70.1,1,2,2119
46,1,172,94.1,3,2,2886
38,1,179,93.5,1,2,2563
42,0,189,80.2,1,2,2273
58,1,189,83.4,3,1,2325
27,1,151,82.9,1,2,2337
26,1,185,67.3,1,1,1899
18,1,161,58.7,1,1,1703
35,0,172,60.4,1,1,1504
51,0,180,68.4,3,1,1954
56,0,179,67.4,2,1,1712
30,1,171,64.5,2,2,2463
19,1,170,62.2,2,1,1989
41,1,177,92.8,1,2,2529
21,1,179,79.6,2,2,2709
44,0,160,64.3,1,1,1423
27,0,175,76.9,3,2,2627
52,1,154,79.9,3,2,2601
19,0,181,65.4,3,2,2590
33,1,168,62.6,3,1,2111
53,1,171,60.4,2,2,2307
29,1,181,88.0,1,1,2066
59,0,186,93.6,3,1,2203
19,1,172,90.6,2,1,2286
36,1,170,83.9,2,1,2121
29,1,154,54.7,1,2,2064
19,1,185,93.8,3,1,2599
59,0,152,72.6,1,1,1381
47,1,166,89.6,1,2,2398
45,1,155,84.3,1,1,1786
58,0,184,82.8,1,2,2188
32,0,151,61.3,1,2,1896
26,0,160,82.7,2,1,1897
40,1,184,98.1,1,2,2631
21,0,177,90.2,1,1,1903
55,0,151,81.6,2,1,1684
54,1,167,74.2,2,1,1915
24,0,155,66.9,2,2,2217
31,0,165,69.2,2,1,1768
47,1,152,70.5,3,1,2020
35,0,175,77.8,1,2,2196
21,0,184,100.0,3,1,2445
58,1,151,70.6,3,1,1959
60,1,171,92.7,1,1,1895
59,1,171,70.5,1,2,2178
45,1,177,93.5,3,1,2416
31,0,160,75.5,1,2,2100
52,0,186,76.7,3,2,2569
27,1,173,71.7,1,1,1863
40,0,173,63.4,3,1,1915
54,1,168,59.0,3,2,2470
28,0,157,75.8,2,1,1799
38,1,168,78.5,1,1,1845
56,1,163,77.5,1,2,2213
21,0,175,79.2,3,2,2680
29,1,167,58.9,3,1,2087
40,0,161,84.3,1,2,2149
22,0,190,70.2,2,2,2479
60,0,178,80.3,1,2,2115
44,0,181,90.8,1,1,1819
54,0,187,89.7,3,1,2195
42,1,162,87.7,3,1,2279
27,1,190,102.0,3,2,3172
34,0,165,69.6,3,1,1957
30,0,160,57.1,3,1,1821
33,0,176,82.2,1,1,1757
55,0,178,75.3,3,1,1990
48,0,170,79.4,1,1,1616
31,1,163,61.7,2,1,1880
51,0,171,88.7,1,1,1700
57,0,153,53.8,3,2,2109
49,1,150,79.9,1,2,2191
50,0,177,87.0,3,1,2126
52,1,186,70.1,3,1,2203
28,1,150,78.7,2,1,1984
22,0,190,83.3,2,2,2610
31,0,190,82.3,2,1,2055
35,0,185,88.4,2,2,2565
49,0,157,58.7,2,2,2023
52,1,162,79.6,3,1,2148
39,1,182,87.1,2,2,2713
59,0,186,71.0,1,1,1577
20,1,179,95.4,3,1,2572
23,1,168,90.9,2,2,2744
44,0,154,76.1,2,2,2203
31,0,187,100.6,1,2,2519
19,0,155,75.3,3,2,2526
38,0,176,77.8,1,2,2188
48,0,150,62.5,2,2,2022
37,0,186,87.9,1,2,2356
34,0,184,77.5,2,2,2455
37,0,176,92.0,3,2,2735
34,0,180,94.0,1,1,1895
56,1,188,67.3,2,2,2468
58,1,169,70.4,3,2,2570
30,0,169,73.3,3,1,2039
47,1,188,81.8,3,1,2358
22,0,188,79.0,2,1,2055
51,1,163,60.8,2,1,1771
51,1,159,80.8,3,1,2146
19,0,159,62.5,3,2,2423
24,0,158,80.5,2,1,1872
31,0,189,74.8,1,2,2274
52,0,190,75.4,3,2,2581
29,0,160,68.5,1,2,2040
56,0,167,58.6,2,1,1549
58,0,154,78.0,1,1,1452
27,1,151,65.0,2,2,2358
42,0,189,101.2,1,2,2483
35,0,175,69.6,2,2,2314
37,0,172,80.8,3,1,2098
60,0,171,90.8,2,2,2376
59,0,153,73.5,3,2,2296
23,1,150,61.9,2,1,1841
33,1,176,84.1,2,1,2176
43,0,163,69.4,2,2,2197
21,0,162,65.2,3,2,2459
44,1,179,98.0,1,2,2578
38,1,164,59.6,1,2,2131
50,1,161,84.8,3,2,2704
34,1,168,84.8,2,2,2628
57,0,174,79.7,3,2,2499
24,0,153,55.8,2,1,1594
54,0,171,72.2,2,2,2220
39,1,162,80.3,3,1,2220
55,0,184,77.4,1,2,2149
59,0,158,80.6,1,1,1498
24,0,170,88.2,2,1,2024
54,1,189,87.7,2,2,2688
55,0,157,72.8,2,1,1634
49,1,180,64.3,1,1,1723
31,1,176,65.1,3,1,2196
36,0,168,69.5,2,1,1765
41,0,184,75.9,3,1,2104
20,0,168,76.3,2,2,2413
58,1,162,76.4,1,1,1686
27,0,188,98.2,2,2,2722
38,0,174,79.8,2,1,1895
49,1,150,78.4,2,2,2376
39,1,151,68.7,2,2,2335
55,0,154,61.9,3,2,2206
47,0,154,63.4,1,2,1861
20,1,162,85.3,3,2,2865
26,0,187,91.8,2,2,2656
35,0,173,69.4,3,2,2500
26,0,165,90.2,2,2,2503
47,1,154,64.8,3,2,2475
43,0,174,81.5,3,1,2087
46,0,151,55.5,3,1,1668
59,1,168,86.5,1,1,1820
56,1,174,78.0,3,1,2187
54,1,154,66.7,3,1,1959
24,0,164,75.1,1,2,2156
58,1,152,81.0,1,2,2170
30,0,177,73.7,1,2,2193
48,1,161,63.7,3,1,2003
40,1,159,84.5,1,1,1838
21,1,187,90.8,1,2,2671
28,0,189,66.6,3,2,2607
40,0,151,71.4,2,2,2157
32,1,159,65.3,3,2,2586
34,0,155,69.3,3,2,2391
28,0,151,59.3,1,2,1896
57,1,178,63.4,1,2,2161
47,0,158,69.0,2,2,2142
60,1,190,100.7,2,1,2294
51,0,187,91.0,1,1,1823
50,1,184,95.1,2,2,2751
38,0,172,63.9,3,2,2424
29,0,164,71.6,1,1,1596
52,1,184,100.7,3,2,2997
23,1,162,61.2,1,2,2209
25,0,187,84.5,3,2,2788
29,0,156,83.5,1,2,2165
40,1,159,62.9,3,1,2022
20,0,171,64.8,1,2,2116
43,0,171,70.6,3,1,1959
24,1,175,75.7,1,1,1930
53,0,183,88.6,2,1,1964
28,1,174,68.8,2,2,2535
42,0,150,78.9,2,2,2216
44,0,150,81.2,3,2,2429
29,1,178,69.8,1,1,1865
33,0,167,60.4,1,1,1482
39,1,170,78.7,1,1,1854
20,0,163,59.5,1,2,2013
27,0,159,71.9,3,2,2477
39,1,168,72.5,2,1,1980
47,1,188,89.4,1,2,2534
60,1,154,63.7,2,2,2199
48,0,173,89.1,1,2,2232
44,0,181,80.7,1,1,1718
37,0,159,64.2,1,2,1950
39,1,157,66.6,2,2,2352
35,1,184,69.1,3,2,2766
39,1,154,77.4,1,2,2241
23,0,164,75.8,3,2,2568
42,1,175,96.0,1,2,2543
45,0,190,71.8,1,2,2180
51,0,186,67.1,2,1,1778
33,0,173,65.7,2,2,2273
51,1,180,72.7,2,2,2497
22,0,179,82.0,1,1,1828
32,1,152,54.0,2,1,1730
31,1,150,54.7,1,2,2029
41,1,180,97.2,2,2,2792
29,0,173,68.1,1,2,2117
60,1,173,88.0,3,1,2261
50,1,153,57.5,2,1,1681
39,0,168,61.5,3,2,2370
41,0,156,81.3,3,1,1983
24,1,159,72.1,3,1,2194
37,0,151,73.4,2,2,2192
59,0,169,66.5,1,2,1926
53,1,175,69.4,2,1,1922
21,1,150,56.9,2,1,1801
47,0,154,61.0,1,1,1337
21,1,179,69.0,3,2,2803
46,0,153,80.6,2,1,1732
58,0,173,83.1,1,2,2122
54,0,161,75.9,2,1,1695
19,1,179,94.4,3,2,3067
19,0,173,77.9,1,2,2265
21,1,164,61.9,2,2,2439
20,1,188,88.2,2,2,2857
26,1,173,62.0,2,2,2471
36,0,187,92.6,3,2,2814
36,0,183,91.2,1,2,2375
44,1,159,78.0,1,1,1753
56,0,183,84.0,1,2,2203
21,1,163,72.4,1,1,1837
58,1,156,72.4,3,2,2509
48,1,176,70.1,1,1,1761
45,0,157,79.4,1,1,1550
47,1,154,75.0,2,1,1877
32,0,152,65.7,1,2,1947
54,1,159,62.9,1,2,2052
23,1,151,73.4,1,2,2262
51,0,165,75.0,2,1,1726
45,0,189,81.2,2,2,2468
53,0,171,85.0,1,1,1653
42,1,189,78.5,1,2,2456
53,1,184,72.7,1,1,1812
45,1,187,102.8,1,1,2171
45,1,177,87.2,3,1,2353
51,1,152,82.0,2,2,2415
25,1,181,98.4,2,1,2390
39,1,152,75.4,3,2,2609
28,0,152,70.3,2,1,1713
40,1,173,64.8,2,1,1929
49,0,176,83.0,2,2,2385
32,1,159,81.3,2,1,2046
53,0,176,86.1,1,2,2196
40,1,160,58.9,2,1,1789
31,1,188,67.4,3,1,2294
18,1,156,83.8,3,2,2823
24,1,177,69.4,1,1,1880
35,1,150,65.2,3,1,2014
49,0,152,81.4,3,2,2419
31,1,156,75.7,2,1,1977
59,1,174,87.7,1,2,2369
55,0,158,73.2,2,2,2144
22,0,161,64.4,1,2,2040
30,0,181,85.6,1,1,1837
34,0,154,74.8,3,1,1940
50,0,166,87.3,3,1,2060
43,0,163,81.8,3,2,2521
38,0,165,89.1,1,1,1732
49,0,173,60.8,1,2,1944
59,0,187,98.7,2,2,2560
48,1,179,96.9,1,1,2047
36,0,174,89.1,2,1,1998
33,1,157,84.1,1,2,2357
28,0,181,85.7,2,2,2548
30,0,165,58.7,2,2,2168
52,1,184,93.6,3,1,2426
45,0,177,68.2,3,2,2463
33,0,173,67.2,1,1,1588
34,0,150,60.0,1,1,1367
20,0,151,55.9,1,1,1402
32,0,159,64.0,3,2,2373
19,0,187,98.4,3,1,2457
20,1,182,64.3,2,2,2580
19,0,175,62.1,1,1,1619
57,0,156,78.6,3,2,2376
49,1,174,83.0,1,2,2372
50,1,165,74.3,2,2,2424
54,0,150,66.0,1,1,1327
21,1,190,72.5,1,2,2507
37,1,170,91.0,2,2,2687
27,1,151,73.8,2,1,1946
19,1,186,66.9,2,1,2136
